label,message,num_characters,num_words,num_sentences
ham,hey babe hows it going  did you ever figure out where your going for new years,78,16,1
ham,good afternoon my love how goes your day  what are you up to  i woke early and am online waiting for you  hmmm  italian boy is online i see  grins,146,30,1
spam,someone u know has asked our dating service  contact you cant guess who call  now all will be revealed pobox  sxy p,115,22,1
ham,hey mr whats the name of that bill brison book the one about language and words,79,16,1
ham,pls help me tell sura that im expecting a battery from hont and that if should pls send me a message about how to download movies thanks,136,27,1
ham,give one miss from that number please,37,7,1
ham,yup,3,1,1
ham,haha okay today weekend leh,27,5,1
spam,private your  account statement for shows  unredeemed sim points call  identifier codexx expires,96,13,1
ham,lul im gettin some juicy gossip at the hospital two nurses are talking about how fat they are gettin and one thinks shes obese oyea,131,25,1
ham,am only searching for good dual sim mobile pa,45,9,1
ham,play w computer aiyah i tok  u lor,34,8,1
ham,ya even those cookies have jelly on them,40,8,1
ham,wifehow she knew the time of murder exactly,43,8,1
spam,congratulations thanks to a good friend u have won the  xmas prize  claim is easy just call  now only p per minute btnationalrate,129,23,1
spam,for ur chance to win a  cash every wk txt action to  tscs wwwmovietriviatv custcare  xpwk,89,16,1
ham,what time should i tell my friend to be around,46,10,1
ham,i cant pick the phone right now pls send a message,50,11,1
ham,boy i love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli  mutai eerulli kodthini grl i love u kano,143,27,1
ham,can you just come in for a sec theres somebody here i want you to see,69,16,1
spam,hi babe its chloe how r u i was smashed on saturday night it was great how was your weekend u been missing me sp visionsmscom text stop to stop ptext,149,31,1
ham,thinking of u  x,16,4,1
ham,about  ltgt bucks the banks fees are fixed better to call the bank and find out,79,16,1
ham,send ur birthdate with month and year i will tel u ur life partners name and the method of calculation reply must,113,22,1
ham,good morning my love  i go to sleep now and wish you a great day full of feeling better and opportunity  you are my last thought babe i love you kiss,149,31,1
spam,urgent ur  guaranteed award is still unclaimed call  now closingdate claimcode mm pmmorefrommobilebremovedmobypoboxlsyf,119,13,1
spam,well done your  costa del sol holiday or  await collection call  now toclaim sae tcs pobox stockport skxh costpm maxmins,120,20,1
ham,i want to grasp your pretty booty,33,7,1
ham,am i that much dirty fellow,27,6,1
ham,okay lor will they still let us go a not ah coz they will not know until later we drop our cards into the box right,115,26,1
ham,under the sea there lays a rock in the rock there is an envelope in the envelope there is a paper on the paper there are  words,127,27,1
ham,at esplanade do  mind giving me a lift cos i got no car today,61,14,1
ham,are you in town this is v important,35,8,1
ham,how are you doing hope youve settled in for the new school year just wishin you a gr day,88,19,1
ham,will be out of class in a few hours sorry,41,10,1
spam,great new offer  double mins  double txt on best orange tariffs and get latest camera phones  free call mobileupd free on  now or stoptxt tcs,141,25,1
ham,so your telling me i coulda been your real valentine and i wasnt u never pick me for nothing,92,19,1
spam,free entry into our  weekly competition just text the word win to  now  tc wwwtxttowincouk,90,15,1
ham,oooh bed ridden ey what are you thinking of,43,9,1
ham,carlos is taking his sweet time as usual so let me know when you and patty are donewant to smoke and ill tell him to haul ass,125,27,1
ham,bognor it is should be splendid at this time of year,52,11,1
ham,hey kate hope ur ok will give u a buz wedlunch go outsomewhere  adrink in towncud go watershd  a bit ppl fromwrk will bthere love petexxx,137,26,1
ham,thanks honey but still havent heard anything i will leave it a bit longer so not  crowd him and will try later  great advice thanks hope cardiff is still there,159,30,1
ham,are you ok what happen to behave like this,42,9,1
ham,if you dont respond imma assume youre still asleep and imma start calling n shit,80,15,1
ham,why i come in between you people,32,7,1
spam,u can win  of music gift vouchers every week starting now txt the word draw to  tscs wwwidewcom skillgame winaweek age ppermesssubscription,139,22,1
ham,come lt  n pass to me lar,25,7,1
ham,great comedycant stop laughing da,33,5,1
ham,was the actual exam harder than nbme,36,7,1
ham,it is only yesterday true true,30,6,1
ham,ding me on ya break fassyole blacko from londn,46,9,1
ham,sitting in mu waiting for everyone to get out of my suite so i can take a shower,80,18,1
spam,dear voucher holder to claim this weeks offer at your pc please go to httpwwwwtlpcouktext tscs apply,100,17,1
ham,this is all just creepy and crazy to me,39,9,1
ham,where r e meeting tmr,21,5,1
ham,i want to lick your pussy now,29,7,1
ham,u should have made an appointment,33,6,1
spam,enjoy the jamster videosound gold club with your credits for  new videosounds logosmusicnews get more fun from jamstercouk only help call,137,21,1
ham,yeah thats what i thought lemme know if anythings goin on later,63,13,1
spam,urgent we are trying to contact you last weekends draw shows that you have won a  prize guaranteed call  claim code s valid hrs only,132,25,1
ham,omg if its not one thing its another my cat has worms  when does this bad day end,81,18,1
ham,ok i found dis pierre cardin one which looks normal costs  its on sale,70,14,1
ham,i got your back do you have any dislikes in bed,47,11,1
ham,k ill work something out,24,5,1
ham,so what did the bank say about the money,40,9,1
ham,u buy newspapers already,24,4,1
ham,its a part of checking iq,25,6,1
ham,hurry home u big butt hang up on your last caller if u have to food is done and im starving dont ask what i cooked,114,26,1
spam,save money on wedding lingerie at wwwbridalpetticoatdreamscouk choose from a superb selection with national delivery brought to you by weddingfriend,148,20,1
ham,im watching lotr w my sis dis aft so u wan  meet me  dinner at nite a not,73,18,1
ham,hi wlcome back did wonder if you got eaten by a lion or something nothing much,78,16,1
spam,congrats  year special cinema pass for  is yours call  now c suprman v matrix starwars etc all  free bxipwe pm dont miss out,124,23,1
ham,captain is in our room,22,5,1
ham,kkyesterday i was in cbe,24,5,1
ham,ok no prob,10,3,1
ham,his bday real is in april,25,6,1
ham,same wana plan a trip sometme then,34,7,1
ham,babe  i love you  covers your face in kisses,44,9,1
ham,tomorrow i am not going to theatre   so i can come wherever u call me   tell me where and when to come tomorrow,111,23,1
ham,will be september by then,25,5,1
spam,todays voda numbers ending  are selected to receive a award if you have a match please call  quoting claim code  standard rates app,131,23,1
ham,cheers lou yeah was a goodnite shame u neva came c ya gailxx,60,13,1
ham,that seems unnecessarily affectionate,37,4,1
ham,sorry ill call later,20,4,1
spam,free st week entry  textpod  a chance  win gb ipod or  cash every wk txt pod to  tscs wwwtextpodnet custcare,108,20,1
ham,its  ltgt k here oh should i send home for sale,47,11,1
ham,pls go there today  ltgt  i dont want any excuses,49,10,1
ham,yup n her fren lor im meeting my fren at,40,10,1
ham,need a coffee run tomocant believe its that time of week already,64,12,1
ham,thanks for your message i really appreciate your sacrifice im not sure of the process of direct pay but will find out on my way back from the test tomorrow im in class now do have a wonderful day,195,39,1
ham,thats cool i liked your photos you are very sexy,48,10,1
ham,thank u,7,2,1
ham,will be office around  pm now i am going hospital,49,10,1
ham,haha awesome i might need to take you up on that what you doin tonight,70,15,1
ham,no probably  ltgt,17,3,1
ham,miss call miss call khelate kintu opponenter miss call dhorte lage thats d rule one with great phone receiving quality wins,123,21,1
ham,alright thanks for the advice enjoy your night out ima try to get some sleep,76,15,1
ham,are u awake is there snow there,31,7,1
ham,i will be outside office take all from there,44,9,1
ham,no i am not having not any movies in my laptop,46,11,1
spam,for ur chance to win  cash every wk txt play to  tscs wwwmusictrivianet custcare  xpwk,86,15,1
ham,we know taj mahal as symbol of love but the other lesser known facts  mumtaz was shahjahans th wife out of his  wifes  shahjahan killed mumtazs husband to marry her  mumtaz died in her  ltgt th delivery  he then married mumtazs sister question arises where the hell is the love the great hari,292,53,1
ham,yo we are watching a movie on netflix,37,8,1
ham,dont look back at the building because you have no coat and i dont want you to get more sick just hurry home and wear a coat to the gym,135,30,1
ham,hello lover how goes that new job are you there now are you happy do you think of me i wake my slave and send you a teasing kiss from across the sea,148,33,1
ham,ok i feel like john lennon,26,6,1
ham,me fineabsolutly fine,21,3,1
ham,im gonna miss u so much,23,7,1
ham,thats a shame maybe cld meet for few hrs tomo,45,10,1
ham,still got lessons   in sch,26,5,1
ham,i wont get concentration dear you know you are my mind and everything,69,13,1
ham,no datoday also i forgot,24,5,1
ham,no drama plsi have had enough from you and family while i am struggling in the hot sun in a strange placeno reason why there should be an ego of not going if not invited when actually its necessity to gowait for very serious reppurcussions,239,45,1
ham,no we put party  days a week and study lightly i think we need to draw in some custom checkboxes so they know were hardcore,123,25,1
ham,that way transport is less problematic than on sat night by the way if u want to ask  n  to join my bday feel free but need to know definite nos as booking on fri,162,35,1
ham,can you tell shola to please go to college of medicine and visit the academic department tell the academic secretary what the current situation is and ask if she can transfer there she should ask someone to check sagamu for the same thing and lautech its vital she completes her medical education in nigeria its less expensive much less expensive unless she will be getting citizen rates in new zealand,402,70,1
ham,vikky come around  lttimegt,27,4,1
ham,fwiw the reason im only around when its time to smoke is that because of gas i can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,200,40,1
ham,its a valentine game   send dis msg to all ur friends  if  answers r d same then someone really loves u  ques which colour suits me the best,140,28,1
spam,no  nokia tone  ur mob every week just txt nok to  st tone free  so get txtin now and tell ur friends ptone  reply hl info,122,26,1
ham,am slow in using biolas fne,27,6,1
ham,good morning at the repair shopthe only reason im up at this hour,65,13,1
ham,k and youre sure i dont have to have consent forms to do it v,61,15,1
ham,waiting for your call,21,4,1
ham,if i die i want u to have all my stuffs,39,11,1
ham,o we cant see if we can join denis and mina or does denis want alone time,73,17,1
ham,k fyi im back in my parents place in south tampa so i might need to do the deal somewhere else,94,21,1
spam,welcome to select an o service with added benefits you can now call our specially trained advisors free from your mobile by dialling,132,23,1
ham,i love to wine and dine my lady,31,8,1
ham,waiting  my tv show  start lor u leh still busy doing ur report,63,13,1
spam,summers finally here fancy a chat or flirt with sexy singles in yr area to get matched up just reply summer now free  join optout txt stop help,143,28,1
ham,fun fact although you would think armand would eventually build up a tolerance or some shit considering how much he smokes he gets fucked up in like  hits,154,28,1
ham,although i told u dat im into baig face watches now but i really like e watch u gave cos its fr u thanx  everything dat uve done today im touched,145,31,1
ham,so how many days since then,27,6,1
ham,like  ltgt  same question,25,4,1
ham,hello hello hi lou sorry it took so long  reply i left mobile at friends in lancaster just got it bak neway im sorry i couldnt make ur bday  hun,144,30,1
spam,call germany for only  pence per minute call from a fixed line via access number     no prepayment direct access,112,19,1
ham,wot u wanna do then missy,25,7,1
ham,i will come tomorrow di,23,5,1
spam,forwarded from hi  this is your mailbox messaging sms alert you have  messages you have  matches please call back on  to retrieve your messages and matches,155,26,1
ham,dont think you need yellow card for uk travel ask someone that has gone before if you do its just  ltgt bucks,109,22,1
ham,then wat r u doing now busy wif work,36,9,1
ham,its ok my arm is feeling weak cuz i got a shot so we can go another time,72,18,1
ham,uhhhhrmm isnt having tb test bad when youre sick,48,9,1
spam,private your  account statement for shows  unredeemed s i m points call  identifier code  expires,97,15,1
ham,u dun say so early hor u c already then say,43,11,1
spam,shop till u drop is it you either k k  cash or  travel voucher call now  ntt po box crbt fixedline cost ppm mobile vary,119,25,1
ham,beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it good night,148,26,1
ham,hi hope u r both ok he said he would text and he hasnt have u seen him let me down gently please,96,23,1
ham,geeeee  your internet is really bad today eh,44,8,1
ham,thats cause your old i live to be high,38,9,1
spam,you have been specially selected to receive a  pound award call  before the lines close cost ppm  tcs apply ag promo,116,21,1
ham,plz note if anyone calling from a mobile co amp asks u to type  ltgt  or  ltgt  do not do so disconnect the callcoz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn,240,51,1
ham,nope think i will go for it on monday sorry i replied so late,61,14,1
ham,ok im waliking ard now do u wan me  buy anything go ur house,60,14,1
ham,how is your schedule next week i am out of town this weekend,60,13,1
ham,nah im a perpetual dd,21,5,1
ham,goodo yes we must speak friday  eggpotato ratio for tortilla needed,67,11,1
ham,ok i vldo u know i got adsense approved,39,9,1
ham,huh y lei,9,3,1
ham,ey calm downon theacusations itxt u cos iwana know wotu r doin at thewend haventcn u in agesring me if ur up nething satlove j xxx,130,26,1
ham,im okay chasing the dream whats good what are you doing next,60,12,1
ham,yes i will be there glad you made it,36,9,1
ham,true it is passable and if you get a high score and apply for phd you get years of salary so it makes life easier,113,25,1
ham,what todaysundaysunday is holidayso no work,43,6,1
ham,wn u r hurt by d prsn who s close  u do fight wit dem coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation gud eveb,145,32,1
ham,oh k why you got job then whats up,34,9,1
ham,yoyyooo u know how to change permissions for a drive in mac my usb flash drive,78,16,1
ham,im at work please call,22,5,1
ham,oh for fucks sake shes in like tallahassee,42,8,1
ham,im not driving raining then ill get caught at e mrt station lor,63,13,1
spam,do you want a new nokia i colour phone delivered tomorrow with  free minutes to any mobile   free text  free camcorder reply or call,132,24,1
ham,how are you its been ages hows abj,34,8,1
spam,free entry in  a wkly comp to win fa cup final tkts st may  text fa to  to receive entry questionstd txt ratetcs apply overs,124,25,1
ham,change windows logoff sound,27,4,1
ham,thats y i said its bad dat all e gals know u wat u doing now,60,16,1
spam,p  alfie moons children in need song on ur mob tell ur ms txt tone charity to  for nokias or poly charity for polys zed  profit  charity,136,27,1
ham,thanx  the time weve spent geva its bin mint ur my baby and all i want is uxxxx,79,18,1
ham,sorry im stil fucked after last nite went tobed at  got up  work at,67,14,1
spam,dear dave this is your final notice to collect your  tenerife holiday or  cash award call  from landline tcs sae box cwwx ppm,125,23,1
spam,well done your  costa del sol holiday or  await collection call  now toclaim sae tcs pobox stockport skxh costpm maxmins,120,20,1
ham,sorry completely forgot  will pop em round this week if your still here,71,13,1
ham,im going to try for  months ha ha only joking,45,10,1
ham,anyway many good evenings to u s,32,7,1
ham,hi  do u want  to join me with sts later  meeting them at five  call u after class,82,18,1
ham,i can probably come by everybodys done around  ltgt  right,58,10,1
ham,hi hope u get this txtjourney hasnt been gdnow about  mins late i think,71,14,1
ham,i call you later dont have network if urgnt sms me,50,11,1
ham,i am late i will be there at,28,8,1
ham,hiya probably coming home  weekend after next,45,7,1
ham,no got new job at bar in airport on satsgettin per hour but means no lie in keep in touch,89,20,1
ham,great never been better each day gives even more reasons to thank god,69,13,1
ham,sorry man my stash ran dry last night and i cant pick up more until sunday,74,16,1
ham,whom you waited for yesterday,29,5,1
ham,oh kkwhere did you take test,28,6,1
ham,what i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want,112,26,1
spam,yes the only place in town to meet exciting adult singles is now in the uk txt chat to  now pmsg,96,21,1
ham,so gd got free ice cream i oso wan,34,9,1
ham,im at work please call,22,5,1
ham,update your face book status frequently,39,6,1
ham,k ill take care of it,21,6,1
ham,he also knows about lunch menu only da  i know,46,10,1
ham,aight ill ask a few of my roommates,35,8,1
ham,sorry got a late start were on the way,38,9,1
ham,ok lor then we go tog lor,25,7,1
ham,my phone,8,2,1
ham,haha figures well i found the piece and priscillas bowl,55,10,1
ham,sounds great im going to sleep now have a good night,52,11,1
ham,i keep ten rs in my shelf buy two egg,37,10,1
ham,fuck babe  i miss you already you know  cant you let me send you some money towards your net  i need you  i want you  i crave you,129,28,1
ham,somebody should go to andros and steal ice,42,8,1
ham,k dahow many page you want,26,6,1
spam,this is the nd time we have tried to contact u u have won the  prize  claim is easy just call  now only p per minute btnationalrate,131,27,1
spam,private your  account statement for shows  unredeemed s i m points call  identifier code  expires,97,15,1
ham,we have pizza if u want,23,6,1
ham,r we still meeting  dinner tonight,34,6,1
ham,watching cartoon listening music amp at eve had to go temple amp church what about u,84,16,1
ham,new theory argument wins d situation but loses the person so dont argue with ur friends just    kick them amp say im always correct,131,24,1
ham,hey what happened u switch off ur cell d whole day this isnt good now if u do care give me a call tomorrow,106,24,1
ham,where in abj are you serving are you staying with dad or alone,62,13,1
ham,tell your friends what you plan to do on valentines day  lturlgt,64,12,1
ham,where are you  what do you do  how can you stand to be away from me  doesnt your heart ache without me  dont you wonder of me  dont you crave me,144,31,1
ham,nofew hours beforewent to hair cut,34,6,1
ham,ki will send in  ltgt  min,26,6,1
ham,no yes please been swimming,27,5,1
ham,,0,0,0
ham,ok u can take me shopping when u get paid d,43,11,1
ham,you are always putting your business out there you put pictures of your ass on facebook you are one of the most open people ive ever met why would i think a picture of your room would hurt you make you feel violated,215,43,1
ham,roger that were probably going to rem in about,46,9,1
ham,dude im no longer a pisces im an aquarius now,45,10,1
ham,thats good because i need drugs,31,6,1
spam,congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call  tscs wwwsmsconet pm approx mins,140,23,1
ham,k ill be sure to get up before noon and see whats what,54,13,1
ham,eh u send wrongly lar,21,5,1
ham,thanx  e brownie its v nice,27,6,1
ham,why she wants to talk to me,27,7,1
ham,hahahause your brain dear,25,4,1
ham,probably gonna be here for a while see you later tonight lt,59,13,1
ham,lol for real she told my dad i have cancer,42,10,1
ham,garbage bags eggs jam bread hannaford wheat chex,48,8,1
ham,you lifted my hopes with the offer of money i am in need especially when the end of the month approaches and it hurts my studying anyways have a gr weekend,155,31,1
ham,sorry  was at the grocers,25,5,1
ham,ok so april cant wait,21,5,1
ham,well i might not come then,26,6,1
ham,yeah lol luckily i didnt have a starring role like you,54,11,1
ham,there generally isnt one its an uncountable noun  u in the dictionary pieces of research,88,15,1
ham,he like not v shock leh cos telling shuhui is like telling leona also like dat almost all know liao he got ask me abt ur reaction lor,133,28,1
ham,come to mahal bus stop ltdecimalgt,34,6,1
ham,so dont use hook up any how,27,7,1
spam,sunshine hols to claim ur med holiday send a stamped self address envelope to drinks on us uk po box  bray wicklow eire quiz starts saturday unsub stop,151,28,1
ham,yeah probably here for a while,30,6,1
ham,kdo it at evening daurgent,26,5,1
ham,will you like to be spoiled,27,6,1
ham,that means you got an a in epi shes fine shes here now,54,13,1
ham,nope thats fine i might have a nap tho,38,9,1
ham,ok,2,1,1
ham,ok no prob take ur time,23,6,1
ham,pls confirm the time to collect the cheque,42,8,1
ham,i thk  lor but dunno can get tickets a not wat u doing now,58,14,1
ham,dont worry  day very big lambu ji vl cometil then enjoy batchlor party,70,13,1
ham,aight no rush ill ask jay,25,6,1
ham,gods love has no limit gods grace has no measure gods power has no boundaries may u have gods endless blessings always in ur life gud ni,136,27,1
ham,now press conference da,23,4,1
ham,thank you i like you as well,28,7,1
spam,want to funk up ur fone with a weekly new tone reply tonesu  this text wwwringtonescouk the original n best tones gbp network operator rates apply,146,26,1
ham,save yourself the stress if the person has a dorm account just send your account details and the money will be sent to you,122,24,1
ham,dnt worryuse ice pieces in a cloth packalso take  tablets,57,10,1
ham,spoons it is then okay,22,5,1
ham,so wats ur opinion abt him and how abt is character,51,11,1
ham,im back amp were packing the car now ill let you know if theres room,68,15,1
ham,i want to show you the world princess  how about europe,55,11,1
ham,actually im waiting for  weeks when they start putting ad,57,10,1
ham,for real when u getting on yo i only need  more tickets and one more jacket and im done i already used all my multis,116,25,1
ham,trust me even if isnt there its there,37,8,1
ham,nope im not drivin i neva develop da photos lei,47,10,1
ham,i cant keep going through this it was never my intention to run you out but if you choose to do that rather than keep the room clean so i dont have to say no to visitors then maybe thats the best choice yes i wanted you to be embarassed so maybe youd feel for once how i feel when i have a friend who wants to drop buy and i have to say no as happened this morning ive tried everything i dont know what else to do,413,89,1
ham,can  all decide faster cos my sis going home liao,49,10,1
ham,rightio  it is then well arent we all up bright and early this morning,70,14,1
ham,hi darlin im on helens fone im gonna b up the princes  nite please come up tb love kate,87,20,1
ham,dear good morning now only i am up,34,8,1
ham,no go no openings for that room til after thanksgiving without an upcharge,74,13,1
ham,dear friends sorry for the late information today is the birthday of our loving arpraveesh for more details log on to face book and see its his number  ltgt  dont miss a delicious treat,185,34,1
ham,i cant wait to see you how were the photos were useful,54,12,1
ham,shall i come to get pickle,26,6,1
ham,havent seen my facebook huh lol,31,6,1
ham,or u ask they all if next sat can a not if all of them can make it then im ok lor,81,22,1
ham,yeah right ill bring my tape measure fri,40,8,1
ham,havent left yet so probably gonna be here til dinner,52,11,1
ham,am in gobi arts college,23,5,1
ham,good afternoon my love it was good to see your words on ym and get your tm very smart move my slave  smiles  i drink my coffee and await you,140,30,1
spam,urgent urgent we have  free flights to europe to give away call b th sept  take a friend  free call now to claim on  bannfwflyppm,129,25,1
spam,no  polyphonic tone  ur mob every week just txt pt to  st tone free  so get txtin now and tell ur friends ptone  reply hl info,126,26,1
spam,spook up your mob with a halloween collection of a logo  pic message plus a free eerie tone txt card spook to  zed p per logopic,128,26,1
ham,s daal r above  ltgt,20,5,1
ham,awww dat is sweet we can think of something to do he he have a nice time tonight ill probably txt u later cos im lonely  xxx,124,27,1
ham,what was she looking for,24,5,1
ham,send me the new number,22,5,1
ham,watching cartoon listening music amp at eve had to go temple amp church what about u,84,16,1
ham,kkwhere are youhow did you performed,36,6,1
ham,guess which pub im in im as happy as a pig in clover or whatever the saying is,78,18,1
ham,hi i wont b ard  christmas but do enjoy n merry xmas,52,12,1
ham,make sure alex knows his birthday is over in fifteen minutes as far as youre concerned,86,16,1
ham,hi darlin i hope you had a nice night i wish i had come cant wait to see you love fran ps i want dirty anal sex and i want a  man gang bang,139,34,1
ham,are you happy baby  are you alright  did you take that job  i hope your fine i send you a kiss to make you smile from across the sea  kiss kiss,143,31,1
spam,well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to  now optout txt eng stop box wwx,131,26,1
ham,super dagood replacement for murali,35,5,1
ham,youre right i have now that i think about it,44,10,1
ham,i think im waiting for the same bus inform me when you get there if you ever get there,86,19,1
ham,so is th gower mate which is where i am how r u man all is good in wales ill b back morrow c u this wk who was the msg   random,127,32,1
ham,sorry ill call later in meeting,31,6,1
ham,k so am i how much for an th fifty,34,10,1
ham,mom wants to know where you at,30,7,1
spam,will u meet ur dream partner soon is ur career off  a flyng start  find out free txt horo followed by ur star sign e g horo aries,129,28,1
ham,k i will sent it again,22,6,1
ham,camera quite good mega pixels optical and digital dooms have a lovely holiday be safe and i hope you hav a good journey happy new year to you both see you in a couple of weeks,175,36,1
ham,okie,4,1,1
ham,yeah probably earlier than that,31,5,1
ham,lmao ok i wont be needing u to do my hair anymore,49,12,1
ham,actually i deleted my old websitenow i m blogging at magicalsongsblogspotcom,76,11,1
ham,ugh fuck it im resubbing to eve,31,7,1
ham,i remain unconvinced that this isnt an elaborate test of my willpower,69,12,1
ham,hmm ill have to think about it ok youre forgiven d,50,11,1
ham,yar lor wait  my mum  finish sch then have lunch lor i whole morning stay at home clean my room now my room quite clean hee,123,26,1
ham,yeh i am def up something satjust got payedday  i havbeen given a pay rise my work  havebeen made preschoolcoordinator i am feelingood luv,138,24,1
ham,dont give a flying monkeys wot they think and i certainly dont mind any friend of mine and all that,99,20,1
ham,why tired what special there you had,36,7,1
ham,hello madam how are you,23,5,1
ham,good morning plz call me sir,28,6,1
ham,hmm  bits and pieces lol  sighs,31,6,1
ham,still i have not checked it da,30,7,1
ham,u goin out nite,15,4,1
ham,ok then r we meeting later,26,6,1
ham,can  send me a copy of da report,32,8,1
ham,have a nice day my dear,23,6,1
ham,yup next stop,13,3,1
ham,well im going to be an aunty,28,7,1
ham,jus finish bathing,18,3,1
ham,hi harishs rent has been transfred to ur acnt,45,9,1
ham,im gonna rip out my uterus,26,7,1
ham,but you dint in touch with me,29,7,1
ham,sorry ill call later in meeting,31,6,1
ham,you call him and tell now infront of them call him now,54,12,1
ham,ok,2,1,1
ham,a famous quote  when you develop the ability to listen to anything unconditionally without losing your temper or self confidence it means you are  married,154,25,1
ham,no my mum went  dentist,23,5,1
ham,i have a rather prominent bite mark on my right cheek,53,11,1
ham,long after i quit i get on only like  minutes a day as it is,60,15,1
ham,dunno lei he neva say,21,5,1
ham,sad puppy noise,15,3,1
spam,urgent call  from landline your complementary  tenerife holiday or  cash await collection sae tcs po box  wa px ppm  sender hol offer,133,22,1
ham,goodmorningmy grandfather expiredso am on leave today,53,7,1
spam,as one of our registered subscribers u can enter the draw  a  gb gift voucher by replying with enter to unsubscribe text stop,125,23,1
ham,dear heroi am leaving to qatar tonite for an apt opportunitypls do keep in touch at  ltemailgt kerala,101,18,1
ham,i have  sleeping bags  blanket and paper and  phone details anything else,73,12,1
ham,i am real baby i want to bring out your inner tigress,53,12,1
ham,so hows the weather over there,30,6,1
ham,no i meant the calculation is the same that  ltgt units at  ltgt  this school is really expensive have you started practicing your accent because its important and have you decided if you are doing years of dental school or if youll just do the nmde exam,254,47,1
ham,hi shanilrakhesh herethanksi have exchanged the uncut diamond stuffleaving back excellent service by dino and prem,114,16,1
ham,we regret to inform u that the nhs has made a mistakeu were never actually bornplease report  yor local hospital b terminatedwe r sorry  the inconvenience,154,26,1
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call  for delivery,119,24,1
spam,you have been specially selected to receive a  award call  before the lines close cost ppm  tcs apply ag promo,110,20,1
ham,me also da i feel yesterday night  wait til day night dear,58,12,1
spam,bored housewives chat n date now  btnational rate pmin only from landlines,74,12,1
ham,sorry datoday i wont come to playi have driving clas,52,10,1
ham,great hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,121,24,1
ham,fine do you remember me,23,5,1
ham,i wasnt well babe i have swollen glands at my throat  what did you end up doing,79,17,1
ham,also remember the beads dont come off ever,42,8,1
ham,your bill at  is  so thats not bad,34,8,1
ham,i love you you set my soul on fire it is not just a spark but it is a flame a big rawring flame xoxo,100,25,1
ham,yes it completely in out of formclark also utter waste,54,10,1
ham,lol please do actually send a pic of yourself right now i wanna see pose with a comb and hair dryer or something,112,24,1
ham,k ill be there before,21,5,1
ham,kallis wont bat in nd innings,29,6,1
ham,anyway i dont think i can secure anything up here lemme know if you want me to drive down south and chill,105,23,1
ham,oh that was a forwarded message i thought you send that to me,61,13,1
ham,hi di is yijue were meeting at  pm at esaplanade tonight,56,11,1
ham,just arrived see you in a couple days lt,40,9,1
ham,once a fishrman woke early in d mrng it was very dark he waited a while amp found a sack ful of stones he strtd throwin thm in d sea  pass time atlast he had jus stone sun rose up amp he found out tht those r nt stones those were diamonds moraldont wake up early in d mrng good night,283,61,1
ham,okie,4,1,1
spam,dont forget you can place as many free requests with stchoicecouk as you wish for more information call,103,18,1
ham,what u mean u almost done done wif sleeping but i tot u going to take a nap yup i send her liao so im picking her up at ard  smth lor,133,32,1
ham,goin to workout lor muz lose e fats,35,8,1
ham,check maili have mailed varma and kept copy to you regarding membershiptake careinsha allah,91,14,1
spam,you are guaranteed the latest nokia phone a gb ipod mp player or a  prize txt word collect to no  ibhltd ldnwh pmtmsgrcvd,121,23,1
ham,ok let u noe when i leave my house,34,9,1
ham,not yet chikkuk then wat abt tht guy did he stopped irritating or msging to u,77,16,1
ham,goodmorning today i am late for  ltdecimalgt min,48,8,1
ham,under the sea there lays a rock in the rock there is an envelope in the envelope there is a paper on the paper there are  words,127,27,1
ham,would me smoking you out help us work through this difficult time,65,12,1
ham,shall i bring us a bottle of wine to keep us amused only joking ill bring one anyway,84,18,1
ham,for fear of fainting with the of all that housework you just did quick have a cuppa,83,17,1
ham,honeybee said im d sweetest in d world god laughed amp said waitu havnt met d person reading this msg moral even god can crack jokes gmgngegn,141,27,1
ham,no messageno responcewhat happend,33,4,1
ham,thank you and by the way i just lost,36,9,1
ham,yo do you know anyone  ltgt  or otherwise able to buy liquor our guy flaked and right now if we dont get a hold of somebody its just  loko all night,148,31,1
spam,updatenow  mths half price orange line rental minscall mobileupd on  or calloptoutjq,84,12,1
spam,todays offer claim ur  worth of discount vouchers text yes to  now savamob member offers mobile t cs   sub   unsub reply x,122,22,1
spam,auction round  the highest bid is now  next maximum bid is  to bid send bids e g  to bid  to  good luck,103,22,1
ham,i to am looking forward to all the sex cuddling only two more sleeps,68,14,1
ham,i uploaded mine to facebook,27,5,1
ham,sounds good keep me posted,26,5,1
ham,no did you check i got his detailed message now,47,10,1
ham,mine here like all fr china then so noisy,41,9,1
ham,oic then better quickly go bathe n settle down,46,9,1
ham,yup,3,1,1
spam,win urgent your mobile number has been awarded with a  prize guaranteed call  from land line claim  valid hrs only ppm,118,21,1
ham,i did one slice and one breadstick lol,38,8,1
spam,private your  account statement for  shows  unredeemed sim points call  identifier code  expires,96,13,1
